"ID","SITE_ID","STAFF_ID","TASK_DATE","IN_TIME","OUT_TIME","COUNT","OT_TYPE","INVOICE_PRICE","TASK_DESCRIPTION","TARGET","PAY_UNIT_PRICE","CREATED_AT","UPDATED_AT"
1445,27,86,"2026-04-17","","",672,"target_based",2.9,"DOCUMENT SCANNING A4",0,0,"2026-04-20 11:18:39","2026-04-20 11:18:39"
1446,14,39,"2026-04-18","","",103,"target_based",10,"MIRO Updating ",0,0,"2026-04-20 11:18:58","2026-04-20 11:18:58"
1447,14,40,"2026-04-18","","",101,"target_based",10,"MIRO Updating ",0,0,"2026-04-20 11:19:07","2026-04-20 11:19:07"
1448,14,42,"2026-04-18","","",459,"target_based",5.5,"Scaning						",0,0,"2026-04-20 11:19:26","2026-04-20 11:19:26"
1449,14,161,"2026-04-18","","",603,"target_based",0,"Preparation",0,0,"2026-04-20 11:19:37","2026-04-20 11:19:37"
1450,18,130,"2026-04-18","","",748,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-20 11:22:47","2026-04-20 11:22:47"
1451,18,130,"2026-04-18","","",8,"target_based",0,"File",0,0,"2026-04-20 11:22:58","2026-04-20 11:22:58"
1452,18,128,"2026-04-18","","",676,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-20 11:23:26","2026-04-20 11:23:26"
1453,18,128,"2026-04-18","","",10,"target_based",0,"File",0,0,"2026-04-20 11:23:37","2026-04-20 11:23:37"
1454,18,102,"2026-04-18","","",856,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-20 11:23:55","2026-04-20 11:23:55"
1455,18,102,"2026-04-18","","",12,"target_based",0,"File",0,0,"2026-04-20 11:24:05","2026-04-20 11:24:05"
1456,11,27,"2026-04-20","08:38","17:10",0,"time_based",0.8,"1.1 VERIFICATION OF EMPLOYERS ZONE AND NUMBER",0,0,"2026-04-20 15:58:52","2026-04-20 15:58:52"
1457,11,28,"2026-04-20","08:25","17:00",0,"time_based",0.8,"1.2 VERIFICATION OF CONTRIBUTION AMOUNT",0,0,"2026-04-20 15:59:38","2026-04-20 15:59:38"
1458,11,29,"2026-04-20","08:28","17:02",0,"time_based",1.65,"2.1 DATA ENTRY WITH VERIFICATION OF PAYMENT YEAR AND MONTH",0,0,"2026-04-20 16:00:13","2026-04-20 16:00:13"
1459,11,47,"2026-04-20","10:40","13:10",0,"time_based",1.65,"2.1 DATA ENTRY WITH VERIFICATION OF PAYMENT YEAR AND MONTH",0,0,"2026-04-20 16:00:49","2026-04-20 16:00:49"
1460,30,78,"2026-04-20","","",511,"time_based",2,"Singhagiri Agreements Checking, NIC Number and data entry to excel report 				 				",0,0,"2026-04-20 16:55:16","2026-04-20 16:55:16"
1461,11,28,"2026-04-10","08:15","17:01",17663,"time_based",0.8,"1.1 VERIFICATION OF EMPLOYERS ZONE AND NUMBER",0,0,"2026-04-20 16:55:29","2026-04-20 16:55:29"
1462,11,28,"2026-04-10","08:15","17:01",18636,"time_based",0.8,"1.2 VERIFICATION OF CONTRIBUTION AMOUNT",0,0,"2026-04-20 16:55:49","2026-04-20 16:55:49"
1463,11,28,"2026-04-10","08:15","17:01",105,"time_based",0.8,"1.3 VERIFICATION OF BUNDLE NUMBER",0,0,"2026-04-20 16:56:04","2026-04-20 16:56:04"
1464,11,28,"2026-04-10","08:15","17:01",18636,"time_based",1.65,"2.1 DATA ENTRY WITH VERIFICATION OF PAYMENT YEAR AND MONTH",0,0,"2026-04-20 16:56:25","2026-04-20 16:56:25"
1465,33,92,"2026-04-20","","",2538,"target_based",2.4,"Document scanning and digitizing 				",0,0,"2026-04-20 16:56:28","2026-04-20 16:56:28"
1466,11,28,"2026-04-10","08:15","17:01",18636,"time_based",1.65,"2.2 DATA ENTRY WITH VERIFICATION OF PAYMENT CATEGORY",0,0,"2026-04-20 16:56:51","2026-04-20 16:56:51"
1467,30,89,"2026-04-20","08:20","17:05",0,"time_based",2,"Singhagiri Agreements Checking, NIC Number and data entry to excel report 				 				",0,0,"2026-04-20 16:57:00","2026-04-20 16:57:00"
1468,11,28,"2026-04-10","08:15","17:01",36,"time_based",10,"3.1 PRINTING CHARGES OF SUMMARY REPORT OF C1, SURCHARGES, CL, UP/OP, & ERROR REPROT",0,0,"2026-04-20 16:57:22","2026-04-20 16:57:22"
1469,11,28,"2026-04-17","08:00","17:00",5211,"time_based",0.8,"1.1 VERIFICATION OF EMPLOYERS ZONE AND NUMBER",0,0,"2026-04-20 16:58:28","2026-04-20 16:58:28"
1470,11,28,"2026-04-17","08:00","17:00",5874,"time_based",0.8,"1.2 VERIFICATION OF CONTRIBUTION AMOUNT",0,0,"2026-04-20 16:58:48","2026-04-20 16:58:48"
1471,11,28,"2026-04-17","08:00","17:00",39,"time_based",0.8,"1.3 VERIFICATION OF BUNDLE NUMBER",0,0,"2026-04-20 16:59:03","2026-04-20 16:59:03"
1472,11,28,"2026-04-17","08:00","17:00",5874,"time_based",1.65,"2.1 DATA ENTRY WITH VERIFICATION OF PAYMENT YEAR AND MONTH",0,0,"2026-04-20 16:59:20","2026-04-20 16:59:20"
1473,11,28,"2026-04-17","08:00","17:00",5874,"time_based",1.65,"2.2 DATA ENTRY WITH VERIFICATION OF PAYMENT CATEGORY",0,0,"2026-04-20 17:00:13","2026-04-20 17:00:13"
1474,11,28,"2026-04-17","08:00","17:00",25,"time_based",10,"3.1 PRINTING CHARGES OF SUMMARY REPORT OF C1, SURCHARGES, CL, UP/OP, & ERROR REPROT",0,0,"2026-04-20 17:00:38","2026-04-20 17:00:38"
1475,33,77,"2026-04-20","","",1989,"target_based",2.4,"Document scanning and digitizing 				",0,0,"2026-04-20 17:01:27","2026-04-20 17:01:27"
1476,20,61,"2026-04-20","","",1155,"target_based",2.4,"SCANNING 			",0,0,"2026-04-20 17:02:08","2026-04-20 17:02:08"
1477,32,90,"2026-04-20","","",803,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-20 17:08:20","2026-04-20 17:08:20"
1478,32,16,"2026-04-20","","",689,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-20 17:08:41","2026-04-20 17:08:41"
1479,32,91,"2026-04-20","","",300,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-20 17:09:09","2026-04-20 17:09:09"
1480,101,17,"2026-04-20","","",1415,"target_based",4.1,"Scanning",0,0,"2026-04-20 17:35:27","2026-04-20 17:35:27"
1481,101,17,"2026-04-20","","",19,"target_based",0,"File",0,0,"2026-04-20 17:35:40","2026-04-20 17:35:40"
1482,18,130,"2026-04-20","","",1496,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-20 17:36:15","2026-04-20 17:36:15"
1483,18,130,"2026-04-20","","",15,"target_based",0,"File",0,0,"2026-04-20 17:36:27","2026-04-20 17:36:27"
1484,18,102,"2026-04-20","","",1786,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-20 17:36:58","2026-04-20 17:36:58"
1485,18,102,"2026-04-20","","",30,"target_based",0,"File",0,0,"2026-04-20 17:37:15","2026-04-20 17:37:15"
1486,35,97,"2026-04-20","","",2035,"target_based",1.8,"Document scanning and digitizing 				",0,0,"2026-04-20 17:38:07","2026-04-20 17:38:07"
1487,35,98,"2026-04-20","","",2586,"target_based",1.8,"Document scanning and digitizing 				",0,0,"2026-04-20 17:38:26","2026-04-20 17:38:26"
1488,34,96,"2026-04-20","","",526,"target_based",0,"Scanning",0,0,"2026-04-20 18:01:40","2026-04-20 18:01:40"
1489,34,96,"2026-04-20","","",175,"target_based",0,"File",0,0,"2026-04-20 18:01:53","2026-04-20 18:01:53"
1490,34,96,"2026-04-20","","",929,"target_based",0,"Exel",0,0,"2026-04-20 18:02:18","2026-04-20 18:02:18"
1491,20,110,"2026-04-20","","",870,"target_based",2.4,"SCANNING 			",0,0,"2026-04-20 18:06:17","2026-04-20 18:06:17"
1495,102,166,"2026-04-20","07:35","19:15",0,"time_based",2362.5,"Staff outsourcing Per Person			",0,0,"2026-04-21 08:36:38","2026-04-21 08:36:38"
1496,82,135,"2026-04-20","08:28","19:00",0,"time_based",1928.57,"Staff outsourcing ",0,0,"2026-04-21 08:38:29","2026-04-21 08:38:29"
1494,102,165,"2026-04-20","07:35","19:13",0,"time_based",2362.5,"Staff outsourcing Per Person			",0,0,"2026-04-21 08:36:02","2026-04-21 08:36:02"
1497,82,141,"2026-04-20","08:28","19:00",0,"time_based",1928.57,"Staff outsourcing ",0,0,"2026-04-21 08:43:51","2026-04-21 08:43:51"
1498,82,181,"2026-04-20","08:10","17:15",0,"time_based",1928.57,"Staff outsourcing ",0,0,"2026-04-21 08:44:18","2026-04-21 08:44:18"
1499,14,39,"2026-04-20","","",158,"target_based",10,"MIRO Updating ",0,0,"2026-04-21 11:37:02","2026-04-21 11:37:02"
1500,14,40,"2026-04-20","","",300,"target_based",10,"MIRO Updating ",0,0,"2026-04-21 11:37:15","2026-04-21 11:37:15"
1501,14,41,"2026-04-20","","",184,"target_based",10,"MIRO Updating ",0,0,"2026-04-21 11:37:31","2026-04-21 11:37:31"
1502,14,42,"2026-04-20","","",631,"target_based",5.5,"Scaning						",0,0,"2026-04-21 11:37:45","2026-04-21 11:37:45"
1503,14,161,"2026-04-20","","",974,"target_based",0,"Preparation",0,0,"2026-04-21 11:38:11","2026-04-21 11:38:11"
1504,14,163,"2026-04-20","","",140,"target_based",10,"MIRO Updating ",0,0,"2026-04-21 11:38:24","2026-04-21 11:38:24"
1505,11,27,"2026-04-21","08:33","17:05",0,"time_based",1.65,"2.2 DATA ENTRY WITH VERIFICATION OF PAYMENT CATEGORY",0,0,"2026-04-21 16:05:45","2026-04-21 16:05:45"
1506,11,47,"2026-04-21","08:45","20:05",0,"time_based",1.65,"2.2 DATA ENTRY WITH VERIFICATION OF PAYMENT CATEGORY",0,0,"2026-04-21 16:07:38","2026-04-21 16:07:38"
1507,11,29,"2026-04-21","08:26","17:04",0,"time_based",1.65,"2.2 DATA ENTRY WITH VERIFICATION OF PAYMENT CATEGORY",0,0,"2026-04-21 16:09:05","2026-04-21 16:09:05"
1508,32,16,"2026-04-21","","",807,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-21 17:00:45","2026-04-21 17:00:45"
1509,32,90,"2026-04-21","","",804,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-21 17:01:45","2026-04-21 17:01:45"
1510,32,91,"2026-04-21","","",537,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-21 17:01:57","2026-04-21 17:01:57"
1511,20,110,"2026-04-21","","",710,"target_based",2.4,"SCANNING 			",0,0,"2026-04-21 17:38:24","2026-04-21 17:38:24"
1512,20,61,"2026-04-21","","",910,"target_based",2.4,"SCANNING 			",0,0,"2026-04-21 17:38:44","2026-04-21 17:38:44"
1513,34,96,"2026-04-21","","",126,"target_based",0,"File",0,0,"2026-04-22 08:51:54","2026-04-22 08:51:54"
1514,34,96,"2026-04-21","","",385,"target_based",0,"Scanning",0,0,"2026-04-22 08:52:07","2026-04-22 08:52:07"
1515,34,96,"2026-04-21","","",469,"target_based",0,"Exel",0,0,"2026-04-22 08:52:18","2026-04-22 08:52:18"
1516,102,165,"2026-04-21","07:40","19:15",0,"time_based",2362.5,"Staff outsourcing Per Person			",0,0,"2026-04-22 08:54:53","2026-04-22 08:54:53"
1517,102,166,"2026-04-21","07:40","19:16",0,"time_based",2362.5,"Staff outsourcing Per Person			",0,0,"2026-04-22 08:55:14","2026-04-22 08:55:14"
1518,36,99,"2026-04-21","","",703,"target_based",3.25,"Document Scanning A4 Size 			",0,0,"2026-04-22 08:57:19","2026-04-22 08:57:19"
1519,36,99,"2026-04-21","","",58,"target_based",1,"Indexing Charges for additional fields			",0,0,"2026-04-22 08:57:34","2026-04-22 08:57:34"
1520,18,130,"2026-04-21","","",1566,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-22 08:58:19","2026-04-22 08:58:19"
1521,18,130,"2026-04-21","","",12,"target_based",0,"File",0,0,"2026-04-22 08:58:29","2026-04-22 08:58:29"
1522,18,128,"2026-04-21","","",1901,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-22 08:59:18","2026-04-22 08:59:18"
1523,18,128,"2026-04-21","","",30,"target_based",0,"File",0,0,"2026-04-22 08:59:34","2026-04-22 08:59:34"
1524,18,102,"2026-04-21","","",1930,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-22 09:01:00","2026-04-22 09:01:00"
1525,18,102,"2026-04-21","","",30,"target_based",0,"File",0,0,"2026-04-22 09:01:22","2026-04-22 09:01:22"
1526,101,17,"2026-04-21","","",1451,"target_based",4.1,"Scanning",0,0,"2026-04-22 09:10:43","2026-04-22 09:10:43"
1527,101,17,"2026-04-21","","",25,"target_based",0,"File",0,0,"2026-04-22 09:10:54","2026-04-22 09:10:54"
1528,82,181,"2026-04-21","08:20","18:01",0,"time_based",1928.57,"Staff outsourcing ",0,0,"2026-04-22 09:12:17","2026-04-22 09:12:17"
1529,82,140,"2026-04-21","08:04","18:01",0,"time_based",1928.57,"Staff outsourcing ",0,0,"2026-04-22 09:13:17","2026-04-22 09:13:17"
1530,35,98,"2026-04-21","","",2401,"target_based",1.8,"Document scanning and digitizing 				",0,0,"2026-04-22 09:13:44","2026-04-22 09:13:44"
1531,14,39,"2026-04-21","","",126,"target_based",10,"MIRO Updating ",0,0,"2026-04-22 09:28:36","2026-04-22 09:28:36"
1532,14,40,"2026-04-21","","",156,"target_based",10,"MIRO Updating ",0,0,"2026-04-22 09:28:45","2026-04-22 09:28:45"
1533,14,41,"2026-04-21","","",120,"target_based",10,"MIRO Updating ",0,0,"2026-04-22 09:29:01","2026-04-22 09:29:01"
1534,14,42,"2026-04-21","","",592,"target_based",5.5,"Scaning						",0,0,"2026-04-22 09:29:16","2026-04-22 09:29:16"
1535,14,161,"2026-04-21","","",574,"target_based",0,"Preparation",0,0,"2026-04-22 09:29:32","2026-04-22 09:29:32"
1536,14,163,"2026-04-21","","",163,"target_based",10,"MIRO Updating ",0,0,"2026-04-22 09:29:48","2026-04-22 09:29:48"
1537,38,95,"2026-04-22","08:30","17:00",22,"time_based",45,"Policy Preparation",0,0,"2026-04-22 09:52:57","2026-04-22 09:52:57"
1538,38,122,"2026-04-22","08:30","17:00",20,"time_based",45,"Policy Preparation",0,0,"2026-04-22 09:53:27","2026-04-22 09:53:27"
1539,38,188,"2026-04-22","08:30","17:00",20,"time_based",45,"Policy Preparation",0,0,"2026-04-22 09:53:52","2026-04-22 09:53:52"
1540,11,27,"2026-04-22","08:34","17:05",0,"time_based",0.8,"1.2 VERIFICATION OF CONTRIBUTION AMOUNT",0,0,"2026-04-22 16:14:10","2026-04-22 16:14:10"
1541,11,28,"2026-04-22","08:15","17:01",0,"time_based",0.8,"1.2 VERIFICATION OF CONTRIBUTION AMOUNT",0,0,"2026-04-22 16:14:30","2026-04-22 16:14:30"
1542,11,29,"2026-04-22","08:23","17:05",0,"time_based",1.65,"2.1 DATA ENTRY WITH VERIFICATION OF PAYMENT YEAR AND MONTH",0,0,"2026-04-22 16:14:54","2026-04-22 16:14:54"
1543,11,47,"2026-04-22","08:49","17:05",0,"time_based",1.65,"2.1 DATA ENTRY WITH VERIFICATION OF PAYMENT YEAR AND MONTH",0,0,"2026-04-22 16:15:38","2026-04-22 16:15:38"
1544,18,130,"2026-04-22","","",1316,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-22 17:02:52","2026-04-22 17:02:52"
1545,18,130,"2026-04-22","","",40,"target_based",0,"File",0,0,"2026-04-22 17:03:06","2026-04-22 17:03:06"
1546,18,128,"2026-04-22","","",1432,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-22 17:04:08","2026-04-22 17:04:08"
1547,18,128,"2026-04-22","","",30,"target_based",0,"File",0,0,"2026-04-22 17:04:19","2026-04-22 17:04:19"
1548,18,102,"2026-04-22","","",1526,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-22 17:04:38","2026-04-22 17:04:38"
1549,18,102,"2026-04-22","","",32,"target_based",0,"File",0,0,"2026-04-22 17:04:51","2026-04-22 17:04:51"
1550,32,16,"2026-04-22","","",613,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-22 17:06:21","2026-04-22 17:06:21"
1551,32,90,"2026-04-22","","",814,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-22 17:06:39","2026-04-22 17:06:39"
1552,32,91,"2026-04-22","","",583,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-22 17:06:55","2026-04-22 17:06:55"
1553,30,78,"2026-04-22","08:30","17:00",0,"time_based",2,"Singhagiri Agreements Checking, NIC Number and data entry to excel report 				 				",0,0,"2026-04-22 17:08:04","2026-04-22 17:08:04"
1554,30,89,"2026-04-22","08:30","17:00",0,"time_based",2,"Singhagiri Agreements Checking, NIC Number and data entry to excel report 				 				",0,0,"2026-04-22 17:08:30","2026-04-22 17:08:30"
1555,101,17,"2026-04-22","","",1159,"target_based",4.1,"Scanning",0,0,"2026-04-22 17:09:34","2026-04-22 17:09:34"
1556,101,17,"2026-04-22","","",30,"target_based",0,"File",0,0,"2026-04-22 17:09:45","2026-04-22 17:09:45"
1557,20,61,"2026-04-22","","",2437,"target_based",0,"Data Entry",0,0,"2026-04-22 17:10:16","2026-04-22 17:10:16"
1558,20,110,"2026-04-22","","",950,"target_based",2.4,"SCANNING 			",0,0,"2026-04-22 17:10:33","2026-04-22 17:10:33"
1559,33,77,"2026-04-22","","",2228,"target_based",2.4,"Document scanning and digitizing 				",0,0,"2026-04-22 17:23:44","2026-04-22 17:23:44"
1560,33,92,"2026-04-22","","",2572,"target_based",2.4,"Document scanning and digitizing 				",0,0,"2026-04-22 17:23:59","2026-04-22 17:23:59"
1561,36,99,"2026-04-22","","",863,"target_based",3.25,"Document Scanning A4 Size 			",0,0,"2026-04-22 17:38:19","2026-04-22 17:38:19"
1562,36,99,"2026-04-22","","",66,"target_based",1,"Indexing Charges for additional fields			",0,0,"2026-04-22 17:38:34","2026-04-22 17:38:34"
1563,36,100,"2026-04-22","","",542,"target_based",3.25,"Document Scanning A4 Size 			",0,0,"2026-04-22 17:41:28","2026-04-22 17:41:28"
1564,36,100,"2026-04-22","","",50,"target_based",1,"Indexing Charges for additional fields			",0,0,"2026-04-22 17:41:40","2026-04-22 17:41:40"
1565,35,97,"2026-04-22","","",2050,"target_based",1.8,"Document scanning and digitizing 				",0,0,"2026-04-22 17:45:52","2026-04-22 17:45:52"
1566,35,98,"2026-04-22","","",2517,"target_based",1.8,"Document scanning and digitizing 				",0,0,"2026-04-22 17:46:10","2026-04-22 17:46:10"
1567,82,181,"2026-04-22","08:01","18:40",0,"time_based",1928.57,"Staff outsourcing ",0,0,"2026-04-23 07:56:40","2026-04-23 07:56:40"
1568,82,140,"2026-04-22","08:04","17:30",0,"time_based",1928.57,"Staff outsourcing ",0,0,"2026-04-23 07:57:12","2026-04-23 07:57:12"
1569,10,26,"2026-04-10","","",449,"target_based",5.25,"A3 and Above				",0,0,"2026-04-23 08:11:42","2026-04-23 08:11:42"
1570,10,26,"2026-04-10","","",3,"target_based",4.5,"Converting documents (Damaged or Fragile) using overhead book scanners				",0,0,"2026-04-23 08:11:55","2026-04-23 08:11:55"
1571,10,26,"2026-04-16","","",575,"target_based",5.25,"A3 and Above				",0,0,"2026-04-23 08:12:15","2026-04-23 08:12:15"
1572,10,26,"2026-04-17","","",707,"target_based",5.25,"A3 and Above				",0,0,"2026-04-23 08:12:51","2026-04-23 08:12:51"
1573,10,26,"2026-04-20","","",1174,"target_based",5.25,"A3 and Above				",0,0,"2026-04-23 08:13:10","2026-04-23 08:13:10"
1574,10,26,"2026-04-20","","",2,"target_based",4.5,"Converting documents (Damaged or Fragile) using overhead book scanners				",0,0,"2026-04-23 08:13:21","2026-04-23 08:13:21"
1575,10,26,"2026-04-21","","",355,"target_based",5.25,"A3 and Above				",0,0,"2026-04-23 08:17:48","2026-04-23 08:17:48"
1576,10,26,"2026-04-21","","",16,"target_based",4.5,"Converting documents (Damaged or Fragile) using overhead book scanners				",0,0,"2026-04-23 08:17:59","2026-04-23 08:17:59"
1577,29,88,"2026-04-10","","",1389,"target_based",2.75,"DOCUMENT SCANNING-  Less than 500,000 page",0,0,"2026-04-23 08:20:09","2026-04-23 08:20:09"
1578,29,88,"2026-04-16","","",798,"target_based",2.75,"DOCUMENT SCANNING-  Less than 500,000 page",0,0,"2026-04-23 08:20:38","2026-04-23 08:20:38"
1579,29,88,"2026-04-20","","",1003,"target_based",2.75,"DOCUMENT SCANNING-  Less than 500,000 page",0,0,"2026-04-23 08:20:56","2026-04-23 08:20:56"
1580,29,88,"2026-04-22","","",1201,"target_based",2.75,"DOCUMENT SCANNING-  Less than 500,000 page",0,0,"2026-04-23 08:21:12","2026-04-23 08:21:12"
1581,26,139,"2026-04-09","","",563,"target_based",3.51,"To Convert Physical Documents to DIGITAL Images  (Up to A4/legal)				",0,0,"2026-04-23 08:31:59","2026-04-23 08:31:59"
1582,26,139,"2026-04-10","","",600,"target_based",3.51,"To Convert Physical Documents to DIGITAL Images  (Up to A4/legal)				",0,0,"2026-04-23 08:32:13","2026-04-23 08:32:13"
1583,26,139,"2026-04-16","","",593,"target_based",3.51,"To Convert Physical Documents to DIGITAL Images  (Up to A4/legal)				",0,0,"2026-04-23 08:32:27","2026-04-23 08:32:27"
1584,8,23,"2026-04-15","","",2927,"target_based",4.3,"Scaning",0,0,"2026-04-23 08:33:04","2026-04-23 08:33:04"
1585,8,23,"2026-04-16","","",3419,"target_based",4.3,"Scaning",0,0,"2026-04-23 08:33:21","2026-04-23 08:33:21"
1586,8,23,"2026-04-17","","",3927,"target_based",4.3,"Scaning",0,0,"2026-04-23 08:33:38","2026-04-23 08:33:38"
1587,8,23,"2026-04-20","","",2920,"target_based",4.3,"Scaning",0,0,"2026-04-23 08:33:54","2026-04-23 08:33:54"
1588,23,72,"2026-04-10","","",513,"target_based",3.25,"Converting Physical Documents to DIGITAL Images - Article A4 image				",0,0,"2026-04-23 08:39:00","2026-04-23 08:39:00"
1589,23,72,"2026-04-16","","",500,"target_based",3.25,"Converting Physical Documents to DIGITAL Images - Article A4 image				",0,0,"2026-04-23 08:39:22","2026-04-23 08:39:22"
1590,23,72,"2026-04-17","","",455,"target_based",3.25,"Converting Physical Documents to DIGITAL Images - Article A4 image				",0,0,"2026-04-23 08:39:38","2026-04-23 08:39:38"
1591,23,72,"2026-04-20","","",470,"target_based",3.25,"Converting Physical Documents to DIGITAL Images - Article A4 image				",0,0,"2026-04-23 08:39:53","2026-04-23 08:39:53"
1592,23,72,"2026-04-21","","",508,"target_based",3.25,"Converting Physical Documents to DIGITAL Images - Article A4 image				",0,0,"2026-04-23 08:40:10","2026-04-23 08:40:10"
1593,102,165,"2026-04-22","07:42","17:05",0,"time_based",2362.5,"Staff outsourcing Per Person			",0,0,"2026-04-23 08:47:41","2026-04-23 08:47:41"
1594,102,166,"2026-04-22","07:42","17:00",0,"time_based",2362.5,"Staff outsourcing Per Person			",0,0,"2026-04-23 08:48:04","2026-04-23 08:48:04"
1595,102,166,"2026-04-11","07:40","17:02",0,"time_based",2362.5,"Staff outsourcing Per Person			",0,0,"2026-04-23 08:48:37","2026-04-23 08:48:37"
1596,102,166,"2026-04-18","07:25","17:00",0,"time_based",2362.5,"Staff outsourcing Per Person			",0,0,"2026-04-23 08:49:11","2026-04-23 08:49:11"
1597,34,96,"2026-04-22","","",128,"target_based",0,"File",0,0,"2026-04-23 08:52:56","2026-04-23 08:52:56"
1598,34,96,"2026-04-22","","",352,"target_based",0,"Scanning",0,0,"2026-04-23 08:53:16","2026-04-23 08:53:16"
1599,34,96,"2026-04-22","","",592,"target_based",0,"Exel",0,0,"2026-04-23 08:53:33","2026-04-23 08:53:33"
1600,6,76,"2026-04-20","","",583,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-23 08:54:39","2026-04-23 08:54:39"
1601,6,76,"2026-04-20","","",53,"target_based",0,"File",0,0,"2026-04-23 08:54:52","2026-04-23 08:54:52"
1602,6,106,"2026-04-20","","",718,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-23 08:55:05","2026-04-23 08:55:05"
1603,6,106,"2026-04-20","","",65,"target_based",0,"File",0,0,"2026-04-23 08:55:19","2026-04-23 08:55:19"
1604,14,39,"2026-04-22","","",210,"target_based",10,"MIRO Updating ",0,0,"2026-04-23 08:55:24","2026-04-23 08:55:24"
1605,14,40,"2026-04-22","","",196,"target_based",10,"MIRO Updating ",0,0,"2026-04-23 08:55:36","2026-04-23 08:55:36"
1606,14,41,"2026-04-22","","",149,"target_based",10,"MIRO Updating ",0,0,"2026-04-23 08:55:47","2026-04-23 08:55:47"
1607,6,108,"2026-04-20","","",555,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-23 08:55:51","2026-04-23 08:55:51"
1608,6,108,"2026-04-20","","",51,"target_based",0,"File",0,0,"2026-04-23 08:56:08","2026-04-23 08:56:08"
1609,14,42,"2026-04-22","","",465,"target_based",5.5,"Scaning						",0,0,"2026-04-23 08:56:08","2026-04-23 08:56:08"
1610,14,161,"2026-04-22","","",547,"target_based",0,"Preparation",0,0,"2026-04-23 08:56:26","2026-04-23 08:56:26"
1611,6,107,"2026-04-20","","",625,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-23 08:56:34","2026-04-23 08:56:34"
1612,6,107,"2026-04-20","","",60,"target_based",0,"File",0,0,"2026-04-23 08:56:48","2026-04-23 08:56:48"
1613,6,76,"2026-04-21","","",772,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-23 08:57:11","2026-04-23 08:57:11"
1614,6,76,"2026-04-21","","",70,"target_based",0,"File",0,0,"2026-04-23 08:57:21","2026-04-23 08:57:21"
1615,6,106,"2026-04-21","","",780,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-23 08:57:33","2026-04-23 08:57:33"
1616,6,106,"2026-04-21","","",70,"target_based",0,"File",0,0,"2026-04-23 08:57:43","2026-04-23 08:57:43"
1617,6,107,"2026-04-21","","",719,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-23 08:57:57","2026-04-23 08:57:57"
1618,6,107,"2026-04-21","","",70,"target_based",0,"File",0,0,"2026-04-23 08:58:06","2026-04-23 08:58:06"
1619,6,108,"2026-04-21","","",640,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-23 08:58:23","2026-04-23 08:58:23"
1620,6,108,"2026-04-21","","",60,"target_based",0,"File",0,0,"2026-04-23 08:58:38","2026-04-23 08:58:38"
